timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/21 20:54:41.503, 2, 23, 345 MHz, 70.92 W, 0 %, 0 MiB
2026/04/21 20:54:41.504, 3, 21, 345 MHz, 68.26 W, 0 %, 0 MiB
2026/04/21 20:54:41.504, 4, 21, 345 MHz, 70.87 W, 0 %, 0 MiB
2026/04/21 20:54:41.504, 5, 24, 345 MHz, 70.07 W, 0 %, 0 MiB
2026/04/21 20:54:41.504, 6, 23, 345 MHz, 68.63 W, 0 %, 0 MiB
2026/04/21 20:54:41.505, 7, 21, 345 MHz, 69.44 W, 0 %, 0 MiB
2026/04/21 20:54:42.505, 0, 21, 345 MHz, 69.02 W, 0 %, 0 MiB
2026/04/21 20:54:42.507, 1, 24, 345 MHz, 70.29 W, 0 %, 0 MiB
2026/04/21 20:54:42.507, 2, 23, 345 MHz, 70.99 W, 0 %, 0 MiB
2026/04/21 20:54:42.507, 3, 21, 345 MHz, 68.24 W, 0 %, 0 MiB
2026/04/21 20:54:42.507, 4, 21, 345 MHz, 70.90 W, 0 %, 0 MiB
2026/04/21 20:54:42.508, 5, 24, 345 MHz, 70.08 W, 0 %, 0 MiB
2026/04/21 20:54:42.508, 6, 23, 345 MHz, 68.69 W, 0 %, 0 MiB
2026/04/21 20:54:42.508, 7, 21, 345 MHz, 69.53 W, 0 %, 0 MiB
2026/04/21 20:54:43.508, 0, 21, 345 MHz, 68.91 W, 0 %, 0 MiB
2026/04/21 20:54:43.510, 1, 24, 345 MHz, 70.27 W, 0 %, 0 MiB
2026/04/21 20:54:43.510, 2, 23, 345 MHz, 70.93 W, 0 %, 0 MiB
2026/04/21 20:54:43.510, 3, 21, 345 MHz, 68.27 W, 0 %, 0 MiB
2026/04/21 20:54:43.511, 4, 21, 345 MHz, 70.87 W, 0 %, 0 MiB
2026/04/21 20:54:43.511, 5, 24, 345 MHz, 70.04 W, 0 %, 0 MiB
2026/04/21 20:54:43.511, 6, 23, 345 MHz, 68.71 W, 0 %, 0 MiB
2026/04/21 20:54:43.511, 7, 21, 345 MHz, 69.49 W, 0 %, 0 MiB
2026/04/21 20:54:44.512, 0, 21, 345 MHz, 68.99 W, 0 %, 0 MiB
2026/04/21 20:54:44.513, 1, 24, 345 MHz, 70.27 W, 0 %, 0 MiB
2026/04/21 20:54:44.513, 2, 23, 345 MHz, 70.90 W, 0 %, 0 MiB
2026/04/21 20:54:44.514, 3, 21, 345 MHz, 68.15 W, 0 %, 0 MiB
2026/04/21 20:54:44.514, 4, 21, 345 MHz, 70.85 W, 0 %, 0 MiB
2026/04/21 20:54:44.514, 5, 24, 345 MHz, 70.00 W, 0 %, 0 MiB
2026/04/21 20:54:44.514, 6, 23, 345 MHz, 68.71 W, 0 %, 0 MiB
2026/04/21 20:54:44.515, 7, 21, 345 MHz, 69.47 W, 0 %, 0 MiB
2026/04/21 20:54:45.515, 0, 21, 345 MHz, 68.98 W, 0 %, 0 MiB
2026/04/21 20:54:45.516, 1, 24, 345 MHz, 70.25 W, 0 %, 0 MiB
2026/04/21 20:54:45.516, 2, 23, 345 MHz, 70.91 W, 0 %, 0 MiB
2026/04/21 20:54:45.517, 3, 21, 345 MHz, 68.18 W, 0 %, 0 MiB
2026/04/21 20:54:45.517, 4, 21, 345 MHz, 70.84 W, 0 %, 0 MiB
2026/04/21 20:54:45.517, 5, 24, 345 MHz, 70.03 W, 0 %, 0 MiB
2026/04/21 20:54:45.517, 6, 23, 345 MHz, 68.68 W, 0 %, 0 MiB
2026/04/21 20:54:45.518, 7, 21, 345 MHz, 69.40 W, 0 %, 0 MiB
2026/04/21 20:54:46.518, 0, 21, 345 MHz, 68.97 W, 0 %, 0 MiB
2026/04/21 20:54:46.519, 1, 24, 345 MHz, 70.26 W, 0 %, 0 MiB
2026/04/21 20:54:46.520, 2, 23, 345 MHz, 70.95 W, 0 %, 0 MiB
2026/04/21 20:54:46.520, 3, 21, 345 MHz, 68.12 W, 0 %, 0 MiB
2026/04/21 20:54:46.520, 4, 21, 345 MHz, 70.85 W, 0 %, 0 MiB
2026/04/21 20:54:46.520, 5, 24, 345 MHz, 70.08 W, 0 %, 0 MiB
2026/04/21 20:54:46.521, 6, 23, 345 MHz, 68.65 W, 0 %, 0 MiB
2026/04/21 20:54:46.521, 7, 21, 345 MHz, 69.46 W, 0 %, 0 MiB
