step,grad_total,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10
2230,0.1045,0.0192,0.0168,0.0176,0.0281,0.0307,0.0311,0.0207,0.021,0.0189,0.0257,0.0455
2235,0.1166,0.0206,0.0192,0.0206,0.0314,0.0336,0.0357,0.0224,0.0208,0.0181,0.0245,0.0379
2240,0.0967,0.0194,0.0181,0.02,0.0312,0.0313,0.0346,0.0216,0.019,0.0172,0.0232,0.037
2245,0.1283,0.0228,0.019,0.0199,0.0304,0.032,0.0334,0.0236,0.0242,0.0217,0.0299,0.0568
2250,0.12,0.0211,0.0192,0.0194,0.03,0.0338,0.0345,0.0236,0.0228,0.0201,0.0267,0.0473
2255,0.1072,0.0212,0.0212,0.0213,0.0301,0.031,0.0345,0.0235,0.0217,0.0191,0.0252,0.0365
2260,0.1035,0.0195,0.0177,0.0183,0.0285,0.0294,0.0321,0.0217,0.0204,0.0183,0.025,0.0401
2265,0.1146,0.0209,0.0183,0.0201,0.0304,0.0321,0.0348,0.0237,0.0224,0.0195,0.0264,0.0479
2270,0.113,0.0193,0.0161,0.0165,0.0265,0.0281,0.0308,0.0224,0.0229,0.02,0.0276,0.0428
2275,0.124,0.0184,0.0164,0.0183,0.0291,0.0303,0.033,0.0235,0.0232,0.0204,0.0272,0.0448
2280,0.1056,0.0189,0.0177,0.019,0.0324,0.0327,0.0343,0.0214,0.0204,0.0185,0.0252,0.04
2285,0.1024,0.0196,0.0182,0.019,0.0317,0.0327,0.0343,0.0224,0.0202,0.0182,0.0252,0.0347
2290,0.1096,0.021,0.0186,0.0188,0.0286,0.0287,0.0317,0.0208,0.0206,0.0185,0.0254,0.0411
2295,0.1225,0.023,0.0217,0.0216,0.0321,0.0331,0.0365,0.0228,0.0222,0.0201,0.0282,0.0407
2300,0.1176,0.0208,0.0191,0.0195,0.03,0.0318,0.0342,0.0228,0.0224,0.0202,0.0265,0.0468
2305,0.1106,0.0202,0.0178,0.0187,0.0307,0.032,0.0341,0.0219,0.0214,0.0183,0.0243,0.0479
2310,0.113,0.019,0.0167,0.0168,0.0254,0.0259,0.0287,0.0213,0.0214,0.0205,0.0269,0.0497
2315,0.1177,0.0196,0.0179,0.0177,0.0279,0.0288,0.0304,0.0205,0.021,0.0188,0.0255,0.0525
2320,0.1146,0.0209,0.0192,0.0195,0.0293,0.0288,0.0315,0.0207,0.0204,0.0189,0.0257,0.0451
2325,0.0989,0.0196,0.0184,0.0199,0.0324,0.0333,0.0355,0.022,0.0202,0.0178,0.0239,0.0357
2330,0.1204,0.0207,0.0193,0.02,0.032,0.0331,0.035,0.0224,0.022,0.0194,0.0276,0.0446
2335,0.1279,0.0198,0.0183,0.0192,0.0302,0.0316,0.0358,0.026,0.0251,0.0216,0.0284,0.0447
2340,0.1089,0.0194,0.0184,0.0208,0.0319,0.0336,0.0359,0.0231,0.0214,0.0188,0.0261,0.0371
2345,0.1207,0.0217,0.0217,0.0222,0.0355,0.0359,0.0373,0.0227,0.0212,0.0197,0.0267,0.0408
2350,0.1226,0.0209,0.0193,0.0201,0.0328,0.0343,0.0347,0.0224,0.0223,0.0189,0.026,0.0492
2355,0.1105,0.0193,0.017,0.0181,0.0289,0.0314,0.0322,0.0229,0.0232,0.021,0.0277,0.0502
2360,0.1125,0.0205,0.0199,0.0208,0.0331,0.033,0.0358,0.0236,0.0228,0.0204,0.0273,0.0434
2365,0.1138,0.0198,0.0184,0.0194,0.0317,0.0324,0.0335,0.0207,0.0208,0.0185,0.0252,0.0406
2370,0.1213,0.0225,0.021,0.0219,0.033,0.0328,0.0359,0.024,0.0226,0.0205,0.0296,0.0498
2375,0.1115,0.0201,0.0185,0.0193,0.0307,0.0307,0.034,0.0231,0.0219,0.0196,0.0275,0.0492
2380,0.1145,0.019,0.0169,0.0177,0.028,0.0293,0.0311,0.0217,0.0218,0.0188,0.0254,0.0421
2385,0.1171,0.0219,0.0209,0.0209,0.0317,0.0313,0.034,0.0222,0.0217,0.0188,0.0266,0.0418
2390,0.1083,0.0209,0.0205,0.0209,0.032,0.0318,0.0342,0.0197,0.0187,0.017,0.0242,0.0323
2395,0.1174,0.0235,0.0228,0.0243,0.0364,0.0358,0.04,0.0259,0.0231,0.0208,0.0278,0.0456
2400,0.112,0.0198,0.0181,0.0214,0.0362,0.0365,0.0391,0.0233,0.0206,0.0186,0.0257,0.0429
2405,0.1119,0.0212,0.0193,0.0209,0.0357,0.037,0.0386,0.0239,0.0213,0.0196,0.0275,0.0502
2410,0.0989,0.0198,0.0184,0.0187,0.0297,0.0302,0.0324,0.0217,0.0208,0.0184,0.0244,0.0458
2415,0.121,0.0197,0.019,0.0196,0.0307,0.0321,0.0332,0.0224,0.0226,0.0194,0.0259,0.0482
2420,0.1043,0.019,0.0176,0.0178,0.0276,0.0282,0.0309,0.0208,0.0196,0.0169,0.0239,0.0382
2425,0.0985,0.021,0.0194,0.0208,0.0309,0.0317,0.0351,0.0222,0.0191,0.0176,0.0249,0.0328
2430,0.0955,0.0193,0.0181,0.0189,0.0285,0.029,0.0299,0.0178,0.0173,0.0157,0.0217,0.0319
2435,0.1038,0.0196,0.0179,0.0181,0.0285,0.0288,0.0307,0.0199,0.0199,0.0175,0.0242,0.0376
2440,0.1183,0.0189,0.018,0.019,0.0298,0.03,0.0315,0.0205,0.0209,0.0195,0.026,0.0417
2445,0.1289,0.0223,0.0216,0.0228,0.0362,0.0382,0.039,0.0239,0.0226,0.0192,0.0266,0.0429
2450,0.1091,0.0227,0.0214,0.0231,0.0347,0.0351,0.0392,0.0254,0.0217,0.0198,0.0281,0.0374
2455,0.1137,0.0204,0.0181,0.0188,0.0331,0.0343,0.0359,0.023,0.022,0.02,0.0271,0.0467
2460,0.116,0.0218,0.0193,0.0198,0.0327,0.0331,0.0347,0.0231,0.0225,0.0197,0.0261,0.0512
2465,0.1049,0.0201,0.0185,0.0199,0.0315,0.0315,0.0353,0.0227,0.0204,0.0178,0.0242,0.0435
2470,0.106,0.0201,0.0193,0.0193,0.0295,0.0296,0.0321,0.0212,0.0204,0.0184,0.0243,0.0408
2475,0.1123,0.0201,0.0186,0.0192,0.0299,0.0304,0.0338,0.0236,0.022,0.0201,0.0271,0.0472
2480,0.1132,0.0211,0.0196,0.0213,0.0337,0.034,0.0378,0.0255,0.0238,0.0214,0.0283,0.0444
2485,0.0977,0.0191,0.0178,0.0184,0.0295,0.0302,0.0319,0.021,0.0197,0.0185,0.0249,0.0352
2490,0.1111,0.0221,0.0204,0.0206,0.0327,0.034,0.0355,0.0232,0.0214,0.0193,0.0263,0.0439
2495,0.1361,0.0224,0.0201,0.0213,0.0347,0.0359,0.0375,0.0242,0.0231,0.0205,0.0276,0.0491
2500,0.1075,0.0184,0.0178,0.0185,0.0307,0.0305,0.0336,0.0225,0.0217,0.0195,0.0268,0.0512
2505,0.122,0.0226,0.0198,0.0205,0.031,0.0307,0.0347,0.0239,0.0236,0.022,0.0302,0.0467
2510,0.1073,0.0206,0.0187,0.02,0.0306,0.0316,0.0344,0.0231,0.0212,0.0191,0.0256,0.048
2515,0.1102,0.0184,0.0174,0.0189,0.0319,0.0333,0.0351,0.0235,0.0212,0.0189,0.0256,0.0489
2520,0.113,0.0218,0.0193,0.0201,0.0333,0.0356,0.0377,0.023,0.0216,0.0187,0.0258,0.0476
2525,0.1231,0.0195,0.0182,0.0191,0.0308,0.0326,0.0342,0.0233,0.0244,0.0202,0.0268,0.0515
2530,0.0989,0.0186,0.0168,0.0181,0.0292,0.03,0.0314,0.0206,0.0201,0.0191,0.0266,0.0355
2535,0.1201,0.0203,0.0196,0.0201,0.0314,0.0322,0.0343,0.0213,0.0216,0.02,0.0266,0.0473
2540,0.1184,0.0217,0.0225,0.0251,0.0378,0.038,0.041,0.025,0.0218,0.0188,0.0252,0.0389
2545,0.1147,0.0187,0.0168,0.0195,0.0309,0.0333,0.0353,0.024,0.0216,0.0195,0.0275,0.0425
2550,0.1101,0.018,0.017,0.0185,0.0296,0.0299,0.033,0.022,0.021,0.0192,0.0263,0.0395
2555,0.1085,0.0205,0.0189,0.0194,0.0336,0.0348,0.0351,0.0232,0.0217,0.0197,0.0271,0.0544
2560,0.116,0.0186,0.018,0.0183,0.0294,0.0305,0.0329,0.023,0.0216,0.0191,0.0253,0.0483
2565,0.1089,0.0203,0.0178,0.0179,0.0292,0.0304,0.0322,0.0221,0.0223,0.019,0.0257,0.0458
2570,0.1026,0.0213,0.0195,0.019,0.0281,0.0271,0.0301,0.0198,0.02,0.0175,0.0246,0.036
2575,0.1076,0.0193,0.0176,0.0185,0.0284,0.0278,0.0315,0.0206,0.0193,0.0177,0.0238,0.0358
2580,0.1101,0.0215,0.0204,0.0214,0.0361,0.0351,0.0383,0.0237,0.0217,0.0198,0.0277,0.0417
2585,0.1134,0.0207,0.0193,0.0199,0.0322,0.0345,0.0358,0.0235,0.0225,0.0203,0.0269,0.0443
2590,0.11,0.0205,0.0197,0.0199,0.0306,0.0309,0.0337,0.0229,0.0224,0.02,0.0267,0.0455
2595,0.1289,0.0199,0.0187,0.0207,0.0349,0.0372,0.0387,0.0255,0.0241,0.0208,0.0275,0.0472
2600,0.1125,0.0185,0.0175,0.0188,0.0315,0.032,0.0336,0.0232,0.0221,0.0189,0.0252,0.0453
2605,0.1058,0.0188,0.017,0.018,0.0292,0.0306,0.0324,0.0225,0.0212,0.0186,0.0251,0.0423
2610,0.1155,0.0203,0.0199,0.0207,0.0321,0.0336,0.0345,0.021,0.0207,0.0186,0.0263,0.0393
2615,0.1099,0.0199,0.0185,0.0195,0.0311,0.0305,0.0332,0.0215,0.0203,0.0183,0.0255,0.0481
2620,0.1122,0.021,0.0181,0.0189,0.0306,0.031,0.0345,0.0237,0.0224,0.0206,0.0286,0.0441
2625,0.0918,0.0191,0.0179,0.018,0.0294,0.0313,0.0322,0.0193,0.0178,0.0166,0.0231,0.0289
2630,0.1119,0.0184,0.0181,0.0193,0.032,0.0344,0.0359,0.0226,0.0221,0.0191,0.0267,0.0416
2635,0.1087,0.0181,0.018,0.0199,0.034,0.0348,0.0375,0.0221,0.0207,0.0178,0.0254,0.036
2640,0.1008,0.0198,0.0185,0.0195,0.0323,0.0339,0.0351,0.0214,0.0204,0.0188,0.0259,0.0394
2645,0.1147,0.0199,0.0199,0.021,0.0325,0.0336,0.0361,0.0232,0.022,0.0211,0.0285,0.0437
2650,0.0924,0.0195,0.0195,0.02,0.0317,0.0318,0.0334,0.0196,0.0187,0.0168,0.0234,0.034
2655,0.1283,0.0186,0.0172,0.0178,0.0283,0.0286,0.0307,0.0223,0.0228,0.0199,0.0268,0.0546
2660,0.1016,0.019,0.0189,0.0189,0.0299,0.0296,0.0313,0.0211,0.0204,0.0182,0.0251,0.0473
2665,0.1164,0.0175,0.0174,0.0184,0.0306,0.0304,0.0323,0.0219,0.0219,0.0185,0.026,0.0461
2670,0.1097,0.0198,0.0208,0.0228,0.0341,0.0348,0.0388,0.0258,0.0236,0.0209,0.0275,0.0395
2675,0.0977,0.0176,0.016,0.018,0.0285,0.0289,0.0315,0.0198,0.0201,0.0179,0.0243,0.0324
2680,0.1181,0.0212,0.0198,0.0209,0.0345,0.0352,0.0376,0.0245,0.0221,0.0184,0.0247,0.0412
2685,0.1169,0.0186,0.0178,0.0186,0.0308,0.0317,0.0341,0.0237,0.0227,0.0195,0.0261,0.0449
2690,0.1045,0.0182,0.0175,0.0177,0.0268,0.0273,0.0291,0.0205,0.0198,0.0178,0.0241,0.0397
2695,0.108,0.0193,0.0186,0.0184,0.0276,0.0271,0.0309,0.0218,0.0211,0.0179,0.0257,0.0396
2700,0.1176,0.0188,0.0166,0.0181,0.0319,0.0325,0.0359,0.0245,0.0244,0.0218,0.0291,0.0471
2705,0.1008,0.0192,0.0184,0.0195,0.0337,0.0332,0.0356,0.0225,0.0209,0.0197,0.0268,0.034
2710,0.1087,0.0184,0.0176,0.019,0.0319,0.0342,0.0354,0.0229,0.0217,0.0191,0.0258,0.0453
2715,0.1147,0.0195,0.0196,0.0216,0.0345,0.0358,0.0379,0.0245,0.0221,0.0189,0.0267,0.0452
2720,0.0909,0.0172,0.0155,0.0161,0.0261,0.0257,0.0279,0.0186,0.0179,0.0166,0.0233,0.0404
2725,0.0969,0.0195,0.0184,0.0197,0.0319,0.0321,0.0344,0.0207,0.0189,0.017,0.0239,0.0332
2730,0.1115,0.0205,0.0201,0.0205,0.0313,0.0306,0.0339,0.0232,0.0218,0.0186,0.0266,0.0368
2735,0.1069,0.0186,0.018,0.0193,0.032,0.032,0.035,0.024,0.0228,0.0197,0.0279,0.0455
2740,0.1181,0.0207,0.0194,0.0206,0.0358,0.0366,0.0379,0.0242,0.0228,0.0201,0.0273,0.0559
2745,0.1103,0.0194,0.0181,0.0183,0.031,0.0309,0.0321,0.0198,0.0198,0.0174,0.0242,0.045
2750,0.1017,0.0175,0.0155,0.0163,0.0261,0.0273,0.0296,0.0208,0.0205,0.0192,0.0264,0.0395
2755,0.1124,0.0185,0.0186,0.0195,0.0314,0.0324,0.0355,0.0241,0.0228,0.0202,0.0277,0.0424
2760,0.1069,0.0189,0.0187,0.0205,0.0332,0.0336,0.0369,0.0232,0.0206,0.018,0.0253,0.0389
2765,0.1109,0.0195,0.0192,0.019,0.0297,0.03,0.0328,0.0235,0.0235,0.0213,0.0287,0.0468
2770,0.112,0.0215,0.0219,0.0213,0.0337,0.0337,0.0351,0.0219,0.0217,0.0194,0.0281,0.0376
2775,0.1088,0.0193,0.0182,0.0188,0.032,0.0332,0.0346,0.0229,0.0213,0.0185,0.0256,0.0514
2780,0.1203,0.0202,0.0188,0.021,0.0354,0.0373,0.0392,0.0247,0.0234,0.0204,0.0277,0.048
2785,0.1174,0.0193,0.017,0.0179,0.0322,0.0346,0.0361,0.0247,0.0245,0.0224,0.0295,0.0518
2790,0.1171,0.0207,0.0207,0.0206,0.0324,0.0312,0.0346,0.0225,0.0211,0.0196,0.0259,0.0392
2795,0.1191,0.0197,0.0186,0.0195,0.0328,0.0331,0.0353,0.0249,0.0228,0.0192,0.0259,0.0552
2800,0.1158,0.0206,0.0199,0.0211,0.034,0.034,0.0362,0.0239,0.0218,0.0193,0.0266,0.0539
2805,0.104,0.0207,0.0201,0.0213,0.0338,0.0322,0.0353,0.0224,0.0207,0.0187,0.0256,0.0375
2810,0.0975,0.0181,0.0182,0.0191,0.0314,0.0315,0.0333,0.02,0.0195,0.0177,0.0255,0.0388
2815,0.113,0.0202,0.0189,0.0199,0.0344,0.0354,0.0361,0.0227,0.0217,0.0192,0.0257,0.0514
2820,0.0928,0.0168,0.0158,0.0168,0.0267,0.0279,0.03,0.0201,0.0196,0.018,0.0254,0.0393
2825,0.1062,0.0187,0.0174,0.0184,0.0295,0.0297,0.0328,0.0225,0.0219,0.0204,0.0266,0.0396
2830,0.1093,0.0186,0.0177,0.0191,0.0324,0.0336,0.0361,0.0249,0.0236,0.0216,0.0279,0.0505
2835,0.0906,0.0154,0.0141,0.0144,0.0233,0.0241,0.0258,0.0176,0.0185,0.0174,0.0243,0.0398
2840,0.1039,0.0182,0.0178,0.0185,0.0305,0.031,0.0327,0.022,0.0208,0.0176,0.0237,0.043
2845,0.1088,0.0211,0.0208,0.022,0.0353,0.0372,0.0396,0.0238,0.0207,0.0183,0.0254,0.0349
2850,0.0996,0.0174,0.0159,0.0167,0.0275,0.0275,0.0297,0.0196,0.0193,0.0172,0.0237,0.0348
2855,0.0924,0.0186,0.0185,0.0195,0.0311,0.0301,0.032,0.0187,0.0183,0.0172,0.0238,0.0301
2860,0.102,0.0171,0.0159,0.0167,0.0276,0.0295,0.0315,0.022,0.0205,0.0182,0.024,0.0403
2865,0.1047,0.0178,0.0174,0.0192,0.0325,0.0335,0.036,0.0228,0.0207,0.0178,0.0242,0.045
2870,0.1061,0.0189,0.0192,0.02,0.0337,0.0347,0.0379,0.0244,0.0219,0.0191,0.0264,0.0426
2875,0.1071,0.0183,0.0178,0.0182,0.0303,0.0306,0.0329,0.0225,0.0212,0.0189,0.0264,0.0447
2880,0.1075,0.0186,0.0168,0.0171,0.0274,0.0281,0.0307,0.0215,0.0218,0.0206,0.0288,0.0421
2885,0.1088,0.0205,0.0206,0.0215,0.0339,0.0349,0.038,0.0236,0.022,0.0198,0.0272,0.0411
2890,0.1073,0.0195,0.0192,0.0198,0.0311,0.0301,0.0323,0.0199,0.0199,0.0181,0.0251,0.04
2895,0.1121,0.0205,0.0207,0.0222,0.0381,0.0369,0.0392,0.0238,0.0218,0.0192,0.027,0.047
2900,0.1236,0.0197,0.0198,0.0216,0.038,0.0391,0.0401,0.0253,0.0242,0.0208,0.0285,0.0539
2905,0.1087,0.0184,0.0174,0.0191,0.0324,0.0344,0.0357,0.0241,0.023,0.0203,0.0271,0.0481
2910,0.1081,0.0181,0.0176,0.0187,0.0324,0.0335,0.0348,0.0213,0.0211,0.0184,0.026,0.0414
2915,0.091,0.0184,0.018,0.0183,0.0295,0.0287,0.0295,0.018,0.0179,0.0161,0.0224,0.0354
2920,0.107,0.0185,0.0183,0.0184,0.0291,0.0287,0.0311,0.0208,0.0212,0.0185,0.0251,0.0422
2925,0.1136,0.0174,0.0172,0.0185,0.0329,0.0332,0.0356,0.0241,0.0227,0.0188,0.026,0.0412
2930,0.094,0.0183,0.0175,0.0178,0.0284,0.0289,0.0306,0.0196,0.0191,0.0171,0.0244,0.0405
2935,0.0996,0.0171,0.0165,0.018,0.031,0.0315,0.0344,0.0228,0.0211,0.0197,0.0282,0.0376
2940,0.0991,0.0183,0.0178,0.018,0.031,0.031,0.0328,0.0203,0.0199,0.0173,0.0246,0.0361
2945,0.104,0.02,0.0191,0.0204,0.0344,0.0346,0.0354,0.0211,0.0198,0.0178,0.0245,0.0431
2950,0.1085,0.0179,0.0171,0.0174,0.0288,0.0292,0.0312,0.0221,0.0212,0.0191,0.0259,0.0571
2955,0.1018,0.0175,0.0171,0.0174,0.0286,0.0286,0.0314,0.0211,0.02,0.0172,0.024,0.0422
2960,0.0997,0.0183,0.0184,0.0203,0.0337,0.0334,0.0369,0.0229,0.0199,0.018,0.0247,0.0316
2965,0.1106,0.0185,0.018,0.0187,0.0318,0.0315,0.0352,0.0234,0.0217,0.0183,0.0244,0.0414
2970,0.101,0.0175,0.0169,0.0185,0.0313,0.0319,0.0343,0.0233,0.0212,0.0192,0.0271,0.045
2975,0.1235,0.0203,0.0187,0.0198,0.0364,0.0394,0.0401,0.0271,0.0249,0.0219,0.0288,0.0609
2980,0.0974,0.0176,0.0176,0.0178,0.0287,0.0296,0.0317,0.0201,0.0195,0.0174,0.0249,0.0372
2985,0.1075,0.0214,0.0225,0.0222,0.0332,0.0339,0.0365,0.0216,0.0205,0.0189,0.0257,0.0375
2990,0.1131,0.0206,0.0209,0.0215,0.0351,0.0358,0.0375,0.023,0.0215,0.0193,0.0262,0.0372
2995,0.1023,0.0195,0.0183,0.0189,0.0304,0.0301,0.033,0.0229,0.0218,0.0194,0.0261,0.0395
3000,0.0909,0.0184,0.0186,0.0188,0.0299,0.0298,0.0324,0.0213,0.0197,0.0186,0.0248,0.0352
3005,0.0987,0.0181,0.0176,0.0188,0.0323,0.0331,0.0344,0.0211,0.0198,0.0178,0.025,0.0398
3010,0.1003,0.0177,0.0172,0.0192,0.0346,0.035,0.0376,0.0229,0.0213,0.0193,0.0265,0.0416
3015,0.0983,0.019,0.0186,0.0192,0.0312,0.0318,0.0346,0.0236,0.0218,0.0202,0.0276,0.0373
3020,0.1036,0.0186,0.018,0.0185,0.0297,0.0292,0.031,0.0209,0.0211,0.0184,0.025,0.0414
3025,0.1015,0.0183,0.0174,0.0183,0.0291,0.0291,0.0313,0.0209,0.0207,0.0176,0.0246,0.0366
3030,0.1144,0.0198,0.0208,0.0218,0.0374,0.0377,0.039,0.0231,0.0211,0.0192,0.0278,0.0482
3035,0.0971,0.0172,0.0165,0.0173,0.0296,0.0295,0.0312,0.0201,0.0196,0.0181,0.0253,0.0415
3040,0.1136,0.0178,0.0178,0.0189,0.0355,0.0363,0.0376,0.0246,0.0232,0.0203,0.028,0.0566
3045,0.0972,0.0171,0.017,0.0175,0.0293,0.0297,0.0316,0.0213,0.0198,0.0178,0.0247,0.0457
3050,0.1102,0.0205,0.0201,0.021,0.0343,0.0343,0.036,0.0208,0.0201,0.0181,0.0256,0.037
3055,0.095,0.0175,0.0172,0.0181,0.0298,0.0318,0.0323,0.0192,0.0187,0.0171,0.024,0.031
3060,0.1067,0.0185,0.018,0.0197,0.033,0.0323,0.0346,0.0227,0.0221,0.02,0.028,0.042
3065,0.0917,0.0168,0.0165,0.0172,0.028,0.0271,0.0297,0.0207,0.0202,0.018,0.0244,0.0371
3070,0.1114,0.019,0.0188,0.0192,0.0311,0.0312,0.034,0.0234,0.0219,0.0185,0.0252,0.0432
3075,0.0989,0.0168,0.0161,0.0175,0.0294,0.0299,0.0327,0.0221,0.0209,0.0192,0.0252,0.0419
3080,0.1071,0.0173,0.0184,0.0192,0.0324,0.0322,0.0342,0.0215,0.0204,0.0181,0.0249,0.0393
3085,0.0994,0.018,0.0188,0.0197,0.0319,0.0322,0.0342,0.0222,0.0208,0.018,0.024,0.0348
3090,0.094,0.0174,0.0171,0.0177,0.0292,0.0285,0.0297,0.0197,0.0197,0.0175,0.023,0.0352
3095,0.1004,0.0183,0.0186,0.0185,0.0289,0.029,0.0316,0.0205,0.0202,0.0181,0.0241,0.0344
3100,0.0977,0.0181,0.0176,0.0185,0.0344,0.0342,0.0357,0.0218,0.0192,0.0183,0.025,0.0422
3105,0.1093,0.0183,0.0175,0.0185,0.0335,0.034,0.0356,0.0234,0.022,0.0198,0.0273,0.053
3110,0.089,0.0161,0.015,0.0158,0.0255,0.0253,0.0267,0.0178,0.0179,0.0169,0.0235,0.0376
3115,0.1093,0.0184,0.0185,0.0196,0.0337,0.0356,0.037,0.0224,0.0213,0.0184,0.0262,0.0391
3120,0.097,0.0178,0.0171,0.0181,0.0282,0.0289,0.0318,0.023,0.0207,0.0191,0.0263,0.0416
3125,0.0971,0.0184,0.0184,0.0192,0.0305,0.0301,0.0321,0.0207,0.02,0.0182,0.0258,0.0346
3130,0.1054,0.0177,0.0168,0.0179,0.0295,0.0298,0.0308,0.0197,0.0199,0.0187,0.0257,0.0413
3135,0.0995,0.0187,0.0181,0.0189,0.0321,0.0322,0.0343,0.0224,0.0208,0.019,0.0259,0.0388
3140,0.104,0.0164,0.0161,0.0169,0.0306,0.031,0.0323,0.0208,0.0207,0.0179,0.0244,0.0437
3145,0.1053,0.0179,0.018,0.0188,0.0329,0.034,0.0359,0.0236,0.0218,0.0188,0.0256,0.0419
3150,0.1001,0.0179,0.0171,0.0181,0.0287,0.0293,0.0329,0.0226,0.0217,0.0199,0.0275,0.0363
3155,0.0982,0.0184,0.0178,0.0198,0.0318,0.0316,0.0346,0.0215,0.0202,0.0195,0.027,0.0361
3160,0.0966,0.0192,0.0187,0.019,0.0303,0.0298,0.0322,0.0212,0.0202,0.0184,0.0255,0.0367
3165,0.0984,0.0189,0.0188,0.0199,0.0326,0.0327,0.034,0.0215,0.0201,0.0182,0.0255,0.0414
3170,0.1024,0.0193,0.0184,0.0198,0.0336,0.0346,0.0359,0.0224,0.0207,0.0192,0.026,0.0455
3175,0.1022,0.0195,0.0194,0.0195,0.0317,0.0321,0.0346,0.0235,0.0226,0.0208,0.0273,0.0431
3180,0.1034,0.0177,0.017,0.0183,0.0319,0.0326,0.0339,0.0218,0.0212,0.0194,0.0259,0.0403
3185,0.1194,0.0195,0.0207,0.0225,0.0391,0.0382,0.041,0.0241,0.0228,0.0201,0.0283,0.0415
3190,0.0929,0.0167,0.0164,0.0171,0.0286,0.0293,0.0303,0.0192,0.019,0.0165,0.0234,0.0344
3195,0.0872,0.0193,0.019,0.0196,0.0313,0.0305,0.0328,0.0198,0.0175,0.0164,0.024,0.0267
3200,0.1004,0.0172,0.0157,0.0157,0.0252,0.0252,0.027,0.0193,0.0197,0.0187,0.0257,0.0449
3205,0.1054,0.0177,0.0174,0.0189,0.0328,0.0349,0.0355,0.0231,0.0219,0.0191,0.0261,0.0418
3210,0.0959,0.0187,0.019,0.02,0.0322,0.0322,0.035,0.0222,0.0198,0.0177,0.0244,0.0343
3215,0.1046,0.0176,0.0175,0.0173,0.0288,0.0287,0.0304,0.0213,0.0201,0.0182,0.0243,0.0381
3220,0.1061,0.0178,0.0174,0.0177,0.0305,0.031,0.0323,0.022,0.022,0.0183,0.0252,0.0394
3225,0.1068,0.0201,0.021,0.0213,0.0369,0.037,0.0376,0.022,0.0205,0.0186,0.0249,0.0415
3230,0.1206,0.0205,0.0205,0.0216,0.0395,0.04,0.0408,0.0272,0.0242,0.0208,0.0287,0.061
3235,0.0952,0.0169,0.0168,0.0173,0.0305,0.0295,0.0306,0.0203,0.0193,0.0173,0.024,0.0449
3240,0.1033,0.0186,0.0182,0.0196,0.0352,0.0346,0.0354,0.0209,0.0205,0.018,0.0261,0.0381
3245,0.1035,0.0176,0.017,0.0176,0.0295,0.0303,0.0316,0.0214,0.0211,0.0198,0.0268,0.05
3250,0.0978,0.018,0.0172,0.0167,0.0283,0.029,0.03,0.0205,0.0194,0.018,0.0243,0.0472
3255,0.0939,0.0183,0.0188,0.0179,0.0289,0.0287,0.0295,0.0195,0.0193,0.0175,0.0252,0.0353
3260,0.1035,0.0179,0.018,0.0187,0.031,0.0319,0.0325,0.021,0.0208,0.0189,0.0254,0.0444
3265,0.0962,0.0169,0.016,0.0173,0.0288,0.0291,0.0313,0.0209,0.0205,0.0174,0.0237,0.0359
3270,0.0886,0.0175,0.0181,0.0183,0.0292,0.0293,0.0316,0.0201,0.0189,0.0167,0.0234,0.0296
3275,0.0893,0.0166,0.0154,0.0164,0.029,0.0307,0.0303,0.019,0.0187,0.0175,0.0228,0.0397
3280,0.091,0.0184,0.0175,0.0183,0.0313,0.0317,0.0335,0.0216,0.0201,0.019,0.0257,0.0346
3285,0.1068,0.0174,0.0178,0.019,0.0336,0.0329,0.035,0.0214,0.02,0.0187,0.0259,0.0474
3290,0.0988,0.0171,0.0169,0.0178,0.0295,0.0291,0.0307,0.0206,0.0195,0.017,0.0231,0.0448
3295,0.087,0.0148,0.0141,0.0148,0.0251,0.0259,0.0261,0.0171,0.0172,0.0162,0.0228,0.033
3300,0.1031,0.018,0.0184,0.0189,0.0331,0.0331,0.0338,0.0215,0.0218,0.0184,0.0257,0.0369
3305,0.0888,0.0171,0.0172,0.0179,0.0273,0.0276,0.0306,0.0203,0.0192,0.0183,0.0264,0.0351
3310,0.1004,0.0182,0.019,0.0205,0.034,0.0331,0.0351,0.0222,0.0201,0.0181,0.0254,0.0368
3315,0.0797,0.0165,0.016,0.0161,0.0269,0.0258,0.0271,0.0167,0.0164,0.0158,0.0222,0.0277
3320,0.1014,0.0187,0.0191,0.0193,0.0313,0.0308,0.0319,0.0221,0.0218,0.0206,0.0278,0.0398
3325,0.0931,0.0171,0.0166,0.0177,0.0294,0.0289,0.0298,0.0208,0.0203,0.019,0.0266,0.0371
3330,0.096,0.0173,0.0172,0.0176,0.0306,0.0311,0.0317,0.0207,0.0198,0.0177,0.0238,0.0365
3335,0.0946,0.0186,0.0196,0.0211,0.0347,0.0354,0.0375,0.0218,0.0194,0.0173,0.024,0.0311
3340,0.0943,0.0177,0.0178,0.0188,0.033,0.0332,0.0339,0.0207,0.0193,0.0183,0.0257,0.0373
3345,0.098,0.0162,0.016,0.0169,0.0305,0.0313,0.0332,0.0212,0.0205,0.0195,0.027,0.0376
3350,0.0909,0.0168,0.0168,0.0174,0.0307,0.0304,0.0316,0.0197,0.0194,0.018,0.0244,0.033
