step,wallclock_s,step_time_ms,fwd_us,bwd_us,opt_us,dataloader_us,active_bytes,reserved_bytes,num_alloc_retries,num_device_alloc,num_device_free
586,6936920.190861,277.770,-1.0,-1.0,-1.0,183.0,683933696,46393196544,0,348,0
587,6936920.467489,276.629,-1.0,-1.0,-1.0,175.4,683933696,46393196544,0,348,0
588,6936920.742671,275.182,-1.0,-1.0,-1.0,182.5,683933696,46393196544,0,348,0
589,6936921.020158,277.487,-1.0,-1.0,-1.0,171.6,683933696,46393196544,0,348,0
590,6936921.297220,277.061,-1.0,-1.0,-1.0,180.6,683933696,46393196544,0,348,0
591,6936921.573867,276.647,-1.0,-1.0,-1.0,173.0,683933696,46393196544,0,348,0
592,6936921.855378,281.510,-1.0,-1.0,-1.0,206.4,683933696,46393196544,0,348,0
593,6936922.133439,278.062,-1.0,-1.0,-1.0,184.8,683933696,46393196544,0,348,0
594,6936922.412833,279.394,-1.0,-1.0,-1.0,256.7,683933696,46393196544,0,348,0
595,6936922.689134,276.300,-1.0,-1.0,-1.0,175.2,683933696,46393196544,0,348,0
596,6936922.963591,274.457,-1.0,-1.0,-1.0,184.2,683933696,46393196544,0,348,0
597,6936923.240530,276.939,-1.0,-1.0,-1.0,182.8,683933696,46393196544,0,348,0
598,6936923.517410,276.879,-1.0,-1.0,-1.0,183.2,683933696,46393196544,0,348,0
599,6936923.796669,279.259,-1.0,-1.0,-1.0,181.2,683933696,46393196544,0,348,0
600,6936924.074716,278.047,-1.0,-1.0,-1.0,190.4,683933696,46393196544,0,348,0
601,6936924.360613,285.898,-1.0,-1.0,-1.0,192.5,683933696,46393196544,0,348,0
602,6936924.637469,276.856,-1.0,-1.0,-1.0,180.3,683933696,46393196544,0,348,0
603,6936924.913938,276.470,-1.0,-1.0,-1.0,181.4,683933696,46393196544,0,348,0
604,6936925.195010,281.071,-1.0,-1.0,-1.0,183.7,683933696,46393196544,0,348,0
605,6936925.470881,275.871,-1.0,-1.0,-1.0,184.9,683933696,46393196544,0,348,0
606,6936925.743872,272.991,-1.0,-1.0,-1.0,178.6,683933696,46393196544,0,348,0
607,6936926.024097,280.224,-1.0,-1.0,-1.0,178.4,683933696,46393196544,0,348,0
608,6936926.303175,279.078,-1.0,-1.0,-1.0,179.8,683933696,46393196544,0,348,0
609,6936926.582251,279.075,-1.0,-1.0,-1.0,173.4,683933696,46393196544,0,348,0
610,6936926.863870,281.619,-1.0,-1.0,-1.0,174.5,683933696,46393196544,0,348,0
611,6936927.141068,277.198,-1.0,-1.0,-1.0,174.3,683933696,46393196544,0,348,0
612,6936927.419563,278.495,-1.0,-1.0,-1.0,180.3,683933696,46393196544,0,348,0
613,6936927.696398,276.835,-1.0,-1.0,-1.0,180.4,683933696,46393196544,0,348,0
614,6936927.973078,276.681,-1.0,-1.0,-1.0,186.3,683933696,46393196544,0,348,0
615,6936928.252397,279.319,-1.0,-1.0,-1.0,185.4,683933696,46393196544,0,348,0
616,6936928.528741,276.343,-1.0,-1.0,-1.0,181.2,683933696,46393196544,0,348,0
617,6936928.803436,274.695,-1.0,-1.0,-1.0,187.7,683933696,46393196544,0,348,0
618,6936929.079295,275.859,-1.0,-1.0,-1.0,181.4,683933696,46393196544,0,348,0
619,6936929.359670,280.376,-1.0,-1.0,-1.0,173.5,683933696,46393196544,0,348,0
620,6936929.637994,278.324,-1.0,-1.0,-1.0,211.6,683933696,46393196544,0,348,0
621,6936929.916661,278.667,-1.0,-1.0,-1.0,182.9,683933696,46393196544,0,348,0
622,6936930.196068,279.407,-1.0,-1.0,-1.0,191.4,683933696,46393196544,0,348,0
623,6936930.475219,279.151,-1.0,-1.0,-1.0,178.3,683933696,46393196544,0,348,0
624,6936930.752259,277.040,-1.0,-1.0,-1.0,174.9,683933696,46393196544,0,348,0
625,6936931.029939,277.680,-1.0,-1.0,-1.0,178.8,683933696,46393196544,0,348,0
626,6936931.304291,274.353,-1.0,-1.0,-1.0,179.2,683933696,46393196544,0,348,0
627,6936931.583606,279.315,-1.0,-1.0,-1.0,174.7,683933696,46393196544,0,348,0
628,6936931.861184,277.578,-1.0,-1.0,-1.0,184.1,683933696,46393196544,0,348,0
629,6936932.137098,275.914,-1.0,-1.0,-1.0,176.2,683933696,46393196544,0,348,0
630,6936932.415756,278.658,-1.0,-1.0,-1.0,172.8,683933696,46393196544,0,348,0
631,6936932.694419,278.662,-1.0,-1.0,-1.0,178.9,683933696,46393196544,0,348,0
632,6936932.972412,277.993,-1.0,-1.0,-1.0,178.6,683933696,46393196544,0,348,0
633,6936933.253884,281.472,-1.0,-1.0,-1.0,183.7,683933696,46393196544,0,348,0
634,6936933.533813,279.929,-1.0,-1.0,-1.0,178.8,683933696,46393196544,0,348,0
635,6936933.812898,279.085,-1.0,-1.0,-1.0,177.8,683933696,46393196544,0,348,0
636,6936934.119567,306.669,-1.0,-1.0,-1.0,32234.5,683933696,46393196544,0,348,0
637,6936934.408805,289.238,-1.0,-1.0,-1.0,189.9,683933696,46393196544,0,348,0
638,6936934.684542,275.737,-1.0,-1.0,-1.0,327.7,683933696,46393196544,0,348,0
639,6936936.986432,2301.890,-1.0,-1.0,-1.0,248.3,683933696,46393196544,0,348,0
640,6936940.634998,3648.566,-1.0,-1.0,-1.0,212.4,683933696,46393196544,0,348,0
641,6936940.909178,274.180,-1.0,-1.0,-1.0,188.6,683933696,46393196544,0,348,0
642,6936941.180722,271.544,-1.0,-1.0,-1.0,182.0,683933696,46393196544,0,348,0
643,6936941.470621,289.900,-1.0,-1.0,-1.0,168.3,683933696,46393196544,0,348,0
644,6936941.745884,275.263,-1.0,-1.0,-1.0,184.9,683933696,46393196544,0,348,0
645,6936942.017888,272.004,-1.0,-1.0,-1.0,180.8,683933696,46393196544,0,348,0
646,6936942.298828,280.941,-1.0,-1.0,-1.0,175.5,683933696,46393196544,0,348,0
647,6936942.576421,277.593,-1.0,-1.0,-1.0,174.4,683933696,46393196544,0,348,0
648,6936942.853819,277.398,-1.0,-1.0,-1.0,176.4,683933696,46393196544,0,348,0
649,6936943.131380,277.561,-1.0,-1.0,-1.0,178.5,683933696,46393196544,0,348,0
650,6936943.408495,277.115,-1.0,-1.0,-1.0,170.9,683933696,46393196544,0,348,0
651,6936943.682824,274.329,-1.0,-1.0,-1.0,171.2,683933696,46393196544,0,348,0
652,6936943.961137,278.313,-1.0,-1.0,-1.0,173.6,683933696,46393196544,0,348,0
653,6936944.235873,274.735,-1.0,-1.0,-1.0,199.6,683933696,46393196544,0,348,0
654,6936944.517566,281.694,-1.0,-1.0,-1.0,173.7,683933696,46393196544,0,348,0
655,6936944.794154,276.587,-1.0,-1.0,-1.0,185.7,683933696,46393196544,0,348,0
656,6936945.070913,276.759,-1.0,-1.0,-1.0,173.1,683933696,46393196544,0,348,0
657,6936945.346126,275.214,-1.0,-1.0,-1.0,183.3,683933696,46393196544,0,348,0
658,6936945.623688,277.562,-1.0,-1.0,-1.0,181.0,683933696,46393196544,0,348,0
659,6936945.899535,275.847,-1.0,-1.0,-1.0,175.9,683933696,46393196544,0,348,0
660,6936946.177085,277.550,-1.0,-1.0,-1.0,173.2,683933696,46393196544,0,348,0
661,6936946.452112,275.026,-1.0,-1.0,-1.0,173.0,683933696,46393196544,0,348,0
662,6936946.734238,282.126,-1.0,-1.0,-1.0,178.8,683933696,46393196544,0,348,0
663,6936947.013009,278.771,-1.0,-1.0,-1.0,170.9,683933696,46393196544,0,348,0
664,6936947.292910,279.901,-1.0,-1.0,-1.0,178.9,683933696,46393196544,0,348,0
665,6936947.570779,277.869,-1.0,-1.0,-1.0,173.4,683933696,46393196544,0,348,0
666,6936947.845760,274.982,-1.0,-1.0,-1.0,173.2,683933696,46393196544,0,348,0
667,6936948.120416,274.656,-1.0,-1.0,-1.0,179.5,683933696,46393196544,0,348,0
668,6936948.398228,277.812,-1.0,-1.0,-1.0,179.3,683933696,46393196544,0,348,0
669,6936948.678960,280.731,-1.0,-1.0,-1.0,176.4,683933696,46393196544,0,348,0
670,6936948.955375,276.416,-1.0,-1.0,-1.0,173.3,683933696,46393196544,0,348,0
671,6936949.233043,277.668,-1.0,-1.0,-1.0,171.6,683933696,46393196544,0,348,0
672,6936949.513535,280.492,-1.0,-1.0,-1.0,173.7,683933696,46393196544,0,348,0
673,6936949.792363,278.828,-1.0,-1.0,-1.0,177.5,683933696,46393196544,0,348,0
674,6936950.068400,276.037,-1.0,-1.0,-1.0,173.2,683933696,46393196544,0,348,0
675,6936950.342102,273.702,-1.0,-1.0,-1.0,200.6,683933696,46393196544,0,348,0
676,6936950.622945,280.843,-1.0,-1.0,-1.0,164.3,683933696,46393196544,0,348,0
677,6936950.901525,278.580,-1.0,-1.0,-1.0,183.4,683933696,46393196544,0,348,0
678,6936951.179346,277.821,-1.0,-1.0,-1.0,173.5,683933696,46393196544,0,348,0
679,6936951.455832,276.486,-1.0,-1.0,-1.0,167.6,683933696,46393196544,0,348,0
680,6936951.734076,278.244,-1.0,-1.0,-1.0,174.9,683933696,46393196544,0,348,0
681,6936952.012940,278.864,-1.0,-1.0,-1.0,186.1,683933696,46393196544,0,348,0
682,6936952.291752,278.811,-1.0,-1.0,-1.0,182.1,683933696,46393196544,0,348,0
683,6936952.568396,276.644,-1.0,-1.0,-1.0,203.5,683933696,46393196544,0,348,0
684,6936952.845073,276.677,-1.0,-1.0,-1.0,179.4,683933696,46393196544,0,348,0
685,6936953.128636,283.563,-1.0,-1.0,-1.0,179.0,683933696,46393196544,0,348,0
686,6936953.404321,275.685,-1.0,-1.0,-1.0,178.4,683933696,46393196544,0,348,0
687,6936953.682858,278.537,-1.0,-1.0,-1.0,175.8,683933696,46393196544,0,348,0
688,6936953.960596,277.738,-1.0,-1.0,-1.0,175.2,683933696,46393196544,0,348,0
689,6936954.238379,277.782,-1.0,-1.0,-1.0,180.4,683933696,46393196544,0,348,0
690,6936954.516932,278.554,-1.0,-1.0,-1.0,204.3,683933696,46393196544,0,348,0
691,6936954.794155,277.222,-1.0,-1.0,-1.0,177.7,683933696,46393196544,0,348,0
692,6936955.075067,280.913,-1.0,-1.0,-1.0,175.8,683933696,46393196544,0,348,0
693,6936955.353525,278.457,-1.0,-1.0,-1.0,188.8,683933696,46393196544,0,348,0
694,6936955.633271,279.747,-1.0,-1.0,-1.0,179.1,683933696,46393196544,0,348,0
695,6936955.912674,279.403,-1.0,-1.0,-1.0,175.3,683933696,46393196544,0,348,0
696,6936956.190990,278.316,-1.0,-1.0,-1.0,176.1,683933696,46393196544,0,348,0
697,6936956.466501,275.511,-1.0,-1.0,-1.0,185.6,683933696,46393196544,0,348,0
698,6936956.743090,276.589,-1.0,-1.0,-1.0,177.7,683933696,46393196544,0,348,0
699,6936957.018344,275.254,-1.0,-1.0,-1.0,180.1,683933696,46393196544,0,348,0
700,6936957.294971,276.627,-1.0,-1.0,-1.0,170.9,683933696,46393196544,0,348,0
701,6936957.582342,287.371,-1.0,-1.0,-1.0,176.7,683933696,46393196544,0,348,0
702,6936957.856258,273.916,-1.0,-1.0,-1.0,182.6,683933696,46393196544,0,348,0
703,6936958.136142,279.884,-1.0,-1.0,-1.0,177.3,683933696,46393196544,0,348,0
704,6936958.414960,278.817,-1.0,-1.0,-1.0,174.8,683933696,46393196544,0,348,0
705,6936958.692397,277.438,-1.0,-1.0,-1.0,175.8,683933696,46393196544,0,348,0
706,6936958.972499,280.102,-1.0,-1.0,-1.0,171.1,683933696,46393196544,0,348,0
707,6936959.251368,278.869,-1.0,-1.0,-1.0,182.2,683933696,46393196544,0,348,0
708,6936959.527103,275.735,-1.0,-1.0,-1.0,180.8,683933696,46393196544,0,348,0
709,6936959.802083,274.981,-1.0,-1.0,-1.0,182.3,683933696,46393196544,0,348,0
710,6936960.080730,278.646,-1.0,-1.0,-1.0,179.9,683933696,46393196544,0,348,0
711,6936960.357111,276.381,-1.0,-1.0,-1.0,176.6,683933696,46393196544,0,348,0
712,6936960.636487,279.376,-1.0,-1.0,-1.0,175.0,683933696,46393196544,0,348,0
713,6936960.918762,282.275,-1.0,-1.0,-1.0,203.0,683933696,46393196544,0,348,0
714,6936961.196167,277.404,-1.0,-1.0,-1.0,177.6,683933696,46393196544,0,348,0
715,6936961.473820,277.654,-1.0,-1.0,-1.0,176.7,683933696,46393196544,0,348,0
716,6936961.751173,277.353,-1.0,-1.0,-1.0,173.1,683933696,46393196544,0,348,0
717,6936962.025195,274.022,-1.0,-1.0,-1.0,178.2,683933696,46393196544,0,348,0
718,6936962.304522,279.327,-1.0,-1.0,-1.0,178.9,683933696,46393196544,0,348,0
719,6936962.583367,278.845,-1.0,-1.0,-1.0,192.7,683933696,46393196544,0,348,0
720,6936962.860036,276.669,-1.0,-1.0,-1.0,185.5,683933696,46393196544,0,348,0
721,6936963.139136,279.100,-1.0,-1.0,-1.0,372.6,683933696,46393196544,0,348,0
722,6936963.417304,278.168,-1.0,-1.0,-1.0,179.3,683933696,46393196544,0,348,0
723,6936963.693828,276.524,-1.0,-1.0,-1.0,660.2,683933696,46393196544,0,348,0
724,6936963.971871,278.043,-1.0,-1.0,-1.0,174.8,683933696,46393196544,0,348,0
725,6936964.248687,276.816,-1.0,-1.0,-1.0,178.1,683933696,46393196544,0,348,0
726,6936964.525965,277.278,-1.0,-1.0,-1.0,179.6,683933696,46393196544,0,348,0
727,6936964.798648,272.682,-1.0,-1.0,-1.0,190.4,683933696,46393196544,0,348,0
728,6936965.084392,285.744,-1.0,-1.0,-1.0,176.8,683933696,46393196544,0,348,0
729,6936965.359862,275.470,-1.0,-1.0,-1.0,179.7,683933696,46393196544,0,348,0
730,6936965.637175,277.313,-1.0,-1.0,-1.0,184.3,683933696,46393196544,0,348,0
731,6936965.918565,281.390,-1.0,-1.0,-1.0,179.4,683933696,46393196544,0,348,0
732,6936966.194113,275.548,-1.0,-1.0,-1.0,187.3,683933696,46393196544,0,348,0
733,6936966.473556,279.443,-1.0,-1.0,-1.0,177.3,683933696,46393196544,0,348,0
734,6936966.751191,277.634,-1.0,-1.0,-1.0,180.8,683933696,46393196544,0,348,0
735,6936967.027276,276.085,-1.0,-1.0,-1.0,173.3,683933696,46393196544,0,348,0
736,6936967.302096,274.820,-1.0,-1.0,-1.0,177.2,683933696,46393196544,0,348,0
737,6936967.578775,276.679,-1.0,-1.0,-1.0,172.5,683933696,46393196544,0,348,0
738,6936967.860243,281.468,-1.0,-1.0,-1.0,167.1,683933696,46393196544,0,348,0
739,6936968.137705,277.462,-1.0,-1.0,-1.0,175.3,683933696,46393196544,0,348,0
740,6936968.415006,277.301,-1.0,-1.0,-1.0,180.6,683933696,46393196544,0,348,0
741,6936968.698055,283.049,-1.0,-1.0,-1.0,190.0,683933696,46393196544,0,348,0
742,6936968.973004,274.949,-1.0,-1.0,-1.0,203.5,683933696,46393196544,0,348,0
743,6936969.252222,279.218,-1.0,-1.0,-1.0,630.7,683933696,46393196544,0,348,0
744,6936969.532380,280.158,-1.0,-1.0,-1.0,190.3,683933696,46393196544,0,348,0
745,6936969.809784,277.405,-1.0,-1.0,-1.0,178.7,683933696,46393196544,0,348,0
746,6936970.086119,276.335,-1.0,-1.0,-1.0,180.0,683933696,46393196544,0,348,0
747,6936970.360983,274.863,-1.0,-1.0,-1.0,175.0,683933696,46393196544,0,348,0
748,6936970.640294,279.312,-1.0,-1.0,-1.0,181.3,683933696,46393196544,0,348,0
749,6936970.920633,280.339,-1.0,-1.0,-1.0,181.1,683933696,46393196544,0,348,0
750,6936971.197759,277.126,-1.0,-1.0,-1.0,297.5,683933696,46393196544,0,348,0
751,6936971.477995,280.235,-1.0,-1.0,-1.0,177.6,683933696,46393196544,0,348,0
752,6936971.755630,277.636,-1.0,-1.0,-1.0,173.8,683933696,46393196544,0,348,0
753,6936972.034224,278.594,-1.0,-1.0,-1.0,191.9,683933696,46393196544,0,348,0
754,6936972.312232,278.008,-1.0,-1.0,-1.0,180.9,683933696,46393196544,0,348,0
755,6936972.591833,279.601,-1.0,-1.0,-1.0,176.6,683933696,46393196544,0,348,0
756,6936972.869780,277.947,-1.0,-1.0,-1.0,180.7,683933696,46393196544,0,348,0
757,6936973.147524,277.745,-1.0,-1.0,-1.0,180.7,683933696,46393196544,0,348,0
758,6936973.422083,274.559,-1.0,-1.0,-1.0,185.9,683933696,46393196544,0,348,0
759,6936973.701746,279.663,-1.0,-1.0,-1.0,176.4,683933696,46393196544,0,348,0
760,6936973.977281,275.535,-1.0,-1.0,-1.0,178.2,683933696,46393196544,0,348,0
761,6936974.253179,275.898,-1.0,-1.0,-1.0,183.1,683933696,46393196544,0,348,0
762,6936974.534774,281.595,-1.0,-1.0,-1.0,176.3,683933696,46393196544,0,348,0
763,6936974.841159,306.385,-1.0,-1.0,-1.0,33838.4,683933696,46393196544,0,348,0
764,6936975.175985,334.826,-1.0,-1.0,-1.0,186.9,683933696,46393196544,0,348,0
765,6936975.455838,279.853,-1.0,-1.0,-1.0,201.0,683933696,46393196544,0,348,0
766,6936975.728835,272.997,-1.0,-1.0,-1.0,201.9,683933696,46393196544,0,348,0
767,6936976.014115,285.280,-1.0,-1.0,-1.0,206.7,683933696,46393196544,0,348,0
768,6936976.296428,282.313,-1.0,-1.0,-1.0,203.8,683933696,46393196544,0,348,0
769,6936976.572791,276.362,-1.0,-1.0,-1.0,630.1,683933696,46393196544,0,348,0
770,6936976.847940,275.149,-1.0,-1.0,-1.0,207.4,683933696,46393196544,0,348,0
771,6936977.132654,284.714,-1.0,-1.0,-1.0,209.0,683933696,46393196544,0,348,0
772,6936977.409101,276.447,-1.0,-1.0,-1.0,199.8,683933696,46393196544,0,348,0
773,6936977.684704,275.603,-1.0,-1.0,-1.0,209.0,683933696,46393196544,0,348,0
774,6936977.962502,277.798,-1.0,-1.0,-1.0,299.5,683933696,46393196544,0,348,0
775,6936978.243392,280.890,-1.0,-1.0,-1.0,179.3,683933696,46393196544,0,348,0
776,6936978.521611,278.219,-1.0,-1.0,-1.0,184.8,683933696,46393196544,0,348,0
777,6936978.801344,279.733,-1.0,-1.0,-1.0,191.3,683933696,46393196544,0,348,0
778,6936979.080554,279.210,-1.0,-1.0,-1.0,178.5,683933696,46393196544,0,348,0
779,6936979.358479,277.925,-1.0,-1.0,-1.0,179.4,683933696,46393196544,0,348,0
780,6936979.635395,276.916,-1.0,-1.0,-1.0,187.0,683933696,46393196544,0,348,0
781,6936979.913982,278.587,-1.0,-1.0,-1.0,178.4,683933696,46393196544,0,348,0
782,6936980.193346,279.364,-1.0,-1.0,-1.0,181.3,683933696,46393196544,0,348,0
783,6936980.471701,278.355,-1.0,-1.0,-1.0,182.3,683933696,46393196544,0,348,0
784,6936980.744374,272.674,-1.0,-1.0,-1.0,245.4,683933696,46393196544,0,348,0
785,6936981.024375,280.001,-1.0,-1.0,-1.0,187.0,683933696,46393196544,0,348,0
786,6936981.299814,275.439,-1.0,-1.0,-1.0,182.1,683933696,46393196544,0,348,0
787,6936981.580594,280.780,-1.0,-1.0,-1.0,191.9,683933696,46393196544,0,348,0
788,6936981.856929,276.336,-1.0,-1.0,-1.0,172.4,683933696,46393196544,0,348,0
789,6936982.134766,277.837,-1.0,-1.0,-1.0,195.3,683933696,46393196544,0,348,0
790,6936982.413849,279.083,-1.0,-1.0,-1.0,486.8,683933696,46393196544,0,348,0
791,6936982.693249,279.400,-1.0,-1.0,-1.0,516.3,683933696,46393196544,0,348,0
792,6936982.972760,279.511,-1.0,-1.0,-1.0,202.8,683933696,46393196544,0,348,0
793,6936983.252371,279.611,-1.0,-1.0,-1.0,177.8,683933696,46393196544,0,348,0
794,6936983.534295,281.924,-1.0,-1.0,-1.0,474.8,683933696,46393196544,0,348,0
795,6936983.812148,277.853,-1.0,-1.0,-1.0,178.2,683933696,46393196544,0,348,0
796,6936984.092415,280.267,-1.0,-1.0,-1.0,414.3,683933696,46393196544,0,348,0
797,6936984.367510,275.096,-1.0,-1.0,-1.0,510.1,683933696,46393196544,0,348,0
798,6936984.642108,274.598,-1.0,-1.0,-1.0,463.5,683933696,46393196544,0,348,0
799,6936984.919800,277.692,-1.0,-1.0,-1.0,178.0,683933696,46393196544,0,348,0
800,6936985.199298,279.498,-1.0,-1.0,-1.0,202.3,683933696,46393196544,0,348,0
801,6936985.484200,284.902,-1.0,-1.0,-1.0,435.2,683933696,46393196544,0,348,0
802,6936985.761756,277.556,-1.0,-1.0,-1.0,184.0,683933696,46393196544,0,348,0
803,6936986.039598,277.842,-1.0,-1.0,-1.0,484.3,683933696,46393196544,0,348,0
804,6936986.315601,276.003,-1.0,-1.0,-1.0,452.7,683933696,46393196544,0,348,0
805,6936986.596546,280.946,-1.0,-1.0,-1.0,471.7,683933696,46393196544,0,348,0
806,6936986.873303,276.757,-1.0,-1.0,-1.0,228.9,683933696,46393196544,0,348,0
807,6936987.151939,278.635,-1.0,-1.0,-1.0,311.2,683933696,46393196544,0,348,0
808,6936987.432940,281.001,-1.0,-1.0,-1.0,177.8,683933696,46393196544,0,348,0
809,6936987.710646,277.706,-1.0,-1.0,-1.0,531.1,683933696,46393196544,0,348,0
810,6936987.989932,279.286,-1.0,-1.0,-1.0,172.6,683933696,46393196544,0,348,0
811,6936988.268238,278.306,-1.0,-1.0,-1.0,502.4,683933696,46393196544,0,348,0
812,6936988.544119,275.881,-1.0,-1.0,-1.0,480.2,683933696,46393196544,0,348,0
813,6936988.818987,274.868,-1.0,-1.0,-1.0,174.8,683933696,46393196544,0,348,0
814,6936989.099042,280.055,-1.0,-1.0,-1.0,171.2,683933696,46393196544,0,348,0
815,6936989.379051,280.009,-1.0,-1.0,-1.0,195.8,683933696,46393196544,0,348,0
816,6936989.656282,277.231,-1.0,-1.0,-1.0,256.2,683933696,46393196544,0,348,0
817,6936989.935323,279.041,-1.0,-1.0,-1.0,512.7,683933696,46393196544,0,348,0
818,6936990.214261,278.938,-1.0,-1.0,-1.0,489.0,683933696,46393196544,0,348,0
819,6936990.493085,278.824,-1.0,-1.0,-1.0,439.6,683933696,46393196544,0,348,0
820,6936990.768938,275.853,-1.0,-1.0,-1.0,179.3,683933696,46393196544,0,348,0
821,6936991.046625,277.687,-1.0,-1.0,-1.0,250.1,683933696,46393196544,0,348,0
822,6936991.324332,277.707,-1.0,-1.0,-1.0,405.9,683933696,46393196544,0,348,0
823,6936991.604092,279.760,-1.0,-1.0,-1.0,495.8,683933696,46393196544,0,348,0
824,6936991.881019,276.927,-1.0,-1.0,-1.0,520.4,683933696,46393196544,0,348,0
825,6936992.161733,280.714,-1.0,-1.0,-1.0,177.0,683933696,46393196544,0,348,0
826,6936992.440673,278.940,-1.0,-1.0,-1.0,191.3,683933696,46393196544,0,348,0
827,6936992.720428,279.755,-1.0,-1.0,-1.0,425.9,683933696,46393196544,0,348,0
828,6936992.996988,276.560,-1.0,-1.0,-1.0,428.9,683933696,46393196544,0,348,0
829,6936993.273731,276.743,-1.0,-1.0,-1.0,470.2,683933696,46393196544,0,348,0
830,6936993.552940,279.210,-1.0,-1.0,-1.0,175.6,683933696,46393196544,0,348,0
831,6936993.831337,278.397,-1.0,-1.0,-1.0,391.0,683933696,46393196544,0,348,0
832,6936994.107476,276.139,-1.0,-1.0,-1.0,397.7,683933696,46393196544,0,348,0
833,6936994.387046,279.570,-1.0,-1.0,-1.0,181.1,683933696,46393196544,0,348,0
834,6936994.664565,277.519,-1.0,-1.0,-1.0,535.9,683933696,46393196544,0,348,0
835,6936994.942183,277.618,-1.0,-1.0,-1.0,195.8,683933696,46393196544,0,348,0
836,6936995.222269,280.086,-1.0,-1.0,-1.0,193.3,683933696,46393196544,0,348,0
837,6936995.497101,274.831,-1.0,-1.0,-1.0,176.9,683933696,46393196544,0,348,0
838,6936995.775242,278.141,-1.0,-1.0,-1.0,448.5,683933696,46393196544,0,348,0
839,6936996.054221,278.979,-1.0,-1.0,-1.0,179.2,683933696,46393196544,0,348,0
840,6936996.334585,280.364,-1.0,-1.0,-1.0,293.2,683933696,46393196544,0,348,0
841,6936996.610737,276.152,-1.0,-1.0,-1.0,175.0,683933696,46393196544,0,348,0
842,6936996.884874,274.137,-1.0,-1.0,-1.0,178.9,683933696,46393196544,0,348,0
843,6936997.162878,278.003,-1.0,-1.0,-1.0,493.1,683933696,46393196544,0,348,0
844,6936997.438321,275.443,-1.0,-1.0,-1.0,258.3,683933696,46393196544,0,348,0
845,6936997.716874,278.554,-1.0,-1.0,-1.0,194.4,683933696,46393196544,0,348,0
846,6936997.995678,278.804,-1.0,-1.0,-1.0,228.7,683933696,46393196544,0,348,0
847,6936998.274170,278.491,-1.0,-1.0,-1.0,334.2,683933696,46393196544,0,348,0
848,6936998.554522,280.352,-1.0,-1.0,-1.0,532.6,683933696,46393196544,0,348,0
849,6936998.835816,281.294,-1.0,-1.0,-1.0,478.8,683933696,46393196544,0,348,0
850,6936999.114573,278.757,-1.0,-1.0,-1.0,664.8,683933696,46393196544,0,348,0
851,6936999.394539,279.966,-1.0,-1.0,-1.0,199.7,683933696,46393196544,0,348,0
852,6936999.673204,278.665,-1.0,-1.0,-1.0,259.7,683933696,46393196544,0,348,0
853,6936999.949504,276.300,-1.0,-1.0,-1.0,197.7,683933696,46393196544,0,348,0
854,6937000.223428,273.924,-1.0,-1.0,-1.0,711.0,683933696,46393196544,0,348,0
855,6937000.499990,276.562,-1.0,-1.0,-1.0,189.8,683933696,46393196544,0,348,0
856,6937000.780326,280.335,-1.0,-1.0,-1.0,492.9,683933696,46393196544,0,348,0
857,6937001.055780,275.454,-1.0,-1.0,-1.0,545.1,683933696,46393196544,0,348,0
858,6937001.334392,278.612,-1.0,-1.0,-1.0,192.2,683933696,46393196544,0,348,0
859,6937001.611195,276.804,-1.0,-1.0,-1.0,450.1,683933696,46393196544,0,348,0
860,6937001.885389,274.193,-1.0,-1.0,-1.0,454.7,683933696,46393196544,0,348,0
861,6937002.162442,277.054,-1.0,-1.0,-1.0,180.8,683933696,46393196544,0,348,0
862,6937002.442138,279.696,-1.0,-1.0,-1.0,418.3,683933696,46393196544,0,348,0
863,6937002.720232,278.094,-1.0,-1.0,-1.0,175.2,683933696,46393196544,0,348,0
864,6937002.996489,276.257,-1.0,-1.0,-1.0,172.7,683933696,46393196544,0,348,0
865,6937003.273198,276.709,-1.0,-1.0,-1.0,187.3,683933696,46393196544,0,348,0
866,6937003.552175,278.977,-1.0,-1.0,-1.0,465.4,683933696,46393196544,0,348,0
867,6937003.829049,276.874,-1.0,-1.0,-1.0,453.5,683933696,46393196544,0,348,0
868,6937004.107014,277.966,-1.0,-1.0,-1.0,412.0,683933696,46393196544,0,348,0
869,6937004.382859,275.845,-1.0,-1.0,-1.0,284.8,683933696,46393196544,0,348,0
870,6937004.670490,287.631,-1.0,-1.0,-1.0,179.5,683933696,46393196544,0,348,0
871,6937004.947584,277.094,-1.0,-1.0,-1.0,463.8,683933696,46393196544,0,348,0
872,6937005.223156,275.573,-1.0,-1.0,-1.0,268.5,683933696,46393196544,0,348,0
873,6937005.501295,278.139,-1.0,-1.0,-1.0,231.3,683933696,46393196544,0,348,0
874,6937005.778340,277.045,-1.0,-1.0,-1.0,211.9,683933696,46393196544,0,348,0
875,6937006.054505,276.165,-1.0,-1.0,-1.0,237.0,683933696,46393196544,0,348,0
876,6937006.335909,281.404,-1.0,-1.0,-1.0,220.6,683933696,46393196544,0,348,0
877,6937006.614063,278.154,-1.0,-1.0,-1.0,218.7,683933696,46393196544,0,348,0
878,6937006.891081,277.018,-1.0,-1.0,-1.0,214.8,683933696,46393196544,0,348,0
879,6937007.168285,277.204,-1.0,-1.0,-1.0,228.8,683933696,46393196544,0,348,0
880,6937007.443710,275.425,-1.0,-1.0,-1.0,341.4,683933696,46393196544,0,348,0
881,6937007.720492,276.783,-1.0,-1.0,-1.0,313.9,683933696,46393196544,0,348,0
